step,T,C,coolant_flow,feed_rate
668,8861643.050506728,0.03645974746640859,0.2,0.8
669,8874608.050919993,0.036459745400080804,0.2,0.8
670,8887573.051332051,0.03645974333978283,0.2,0.8
671,8900538.05174291,0.03645974128548831,0.2,0.8
672,8913503.052152572,0.03645973923717105,0.2,0.8
673,8926468.052561047,0.036459737194805004,0.2,0.8
674,8939433.052968336,0.03645973515836426,0.2,0.8
675,8952398.053374443,0.03645973312782308,0.2,0.8
676,8965363.053779377,0.03645973110315587,0.2,0.8
677,8978328.05418314,0.03645972908433716,0.2,0.8
678,8991293.05458574,0.03645972707134165,0.2,0.8
679,9004258.05498718,0.0364597250641442,0.2,0.8
680,9017223.055387463,0.03645972306271978,0.2,0.8
681,9030188.055786598,0.03645972106704352,0.2,0.8
682,9043153.056184588,0.03645971907709069,0.2,0.8
683,9056118.05658144,0.03645971709283671,0.2,0.8
684,9069083.056977157,0.036459715114257135,0.2,0.8
685,9082048.057371743,0.03645971314132765,0.2,0.8
686,9095013.057765203,0.03645971117402409,0.2,0.8
687,9107978.058157543,0.036459709212322444,0.2,0.8
688,9120943.058548767,0.03645970725619879,0.2,0.8
689,9133908.058938881,0.03645970530562939,0.2,0.8
690,9146873.05932789,0.03645970336059062,0.2,0.8
691,9159838.059715794,0.036459701421058976,0.2,0.8
692,9172803.060102604,0.03645969948701112,0.2,0.8
693,9185768.06048832,0.03645969755842382,0.2,0.8
694,9198733.060872952,0.036459695635273986,0.2,0.8
695,9211698.061256498,0.03645969371753864,0.2,0.8
696,9224663.061638966,0.03645969180519497,0.2,0.8
697,9237628.06202036,0.03645968989822026,0.2,0.8
698,9250593.062400684,0.036459687996591925,0.2,0.8
699,9263558.062779944,0.036459686100287526,0.2,0.8
700,9276523.063158145,0.03645968420928472,0.2,0.8
701,9289488.06353529,0.036459682323561324,0.2,0.8
702,9302453.063911382,0.03645968044309525,0.2,0.8
703,9315418.064286428,0.03645967856786454,0.2,0.8
704,9328383.064660432,0.036459676697847374,0.2,0.8
705,9341348.065033397,0.036459674833022024,0.2,0.8
706,9354313.065405328,0.0364596729733669,0.2,0.8
707,9367278.065776229,0.03645967111886054,0.2,0.8
708,9380243.066146106,0.03645966926948158,0.2,0.8
709,9393208.06651496,0.03645966742520879,0.2,0.8
710,9406173.066882798,0.03645966558602107,0.2,0.8
711,9419138.067249624,0.03645966375189738,0.2,0.8
712,9432103.06761544,0.03645966192281686,0.2,0.8
713,9445068.067980252,0.03645966009875874,0.2,0.8
714,9458033.068344062,0.03645965827970234,0.2,0.8
715,9470998.068706878,0.03645965646562714,0.2,0.8
716,9483963.0690687,0.0364596546565127,0.2,0.8
717,9496928.069429535,0.03645965285233868,0.2,0.8
718,9509893.069789385,0.03645965105308491,0.2,0.8
719,9522858.070148256,0.03645964925873125,0.2,0.8
720,9535823.07050615,0.03645964746925773,0.2,0.8
721,9548788.070863074,0.03645964568464447,0.2,0.8
722,9561753.071219027,0.03645964390487169,0.2,0.8
723,9574718.071574017,0.036459642129919714,0.2,0.8
724,9587683.071928047,0.03645964035976901,0.2,0.8
725,9600648.07228112,0.03645963859440009,0.2,0.8
726,9613613.072633242,0.03645963683379362,0.2,0.8
727,9626578.072984416,0.03645963507793036,0.2,0.8
728,9639543.073334644,0.036459633326791155,0.2,0.8
729,9652508.07368393,0.03645963158035698,0.2,0.8
730,9665473.074032279,0.036459629838608884,0.2,0.8
731,9678438.074379696,0.036459628101528044,0.2,0.8
732,9691403.074726181,0.03645962636909571,0.2,0.8
733,9704368.075071743,0.036459624641293265,0.2,0.8
734,9717333.07541638,0.036459622918102154,0.2,0.8
735,9730298.0757601,0.03645962119950395,0.2,0.8
736,9743263.076102905,0.036459619485480335,0.2,0.8
737,9756228.0764448,0.03645961777601303,0.2,0.8
738,9769193.076785784,0.03645961607108393,0.2,0.8
739,9782158.077125866,0.036459614370674964,0.2,0.8
740,9795123.077465046,0.03645961267476818,0.2,0.8
741,9808088.07780333,0.03645961098334572,0.2,0.8
742,9821053.078140723,0.03645960929638984,0.2,0.8
743,9834018.078477224,0.03645960761388285,0.2,0.8
744,9846983.07881284,0.03645960593580719,0.2,0.8
745,9859948.079147572,0.03645960426214537,0.2,0.8
746,9872913.079481425,0.03645960259287999,0.2,0.8
747,9885878.079814402,0.036459600927993746,0.2,0.8
748,9898843.080146508,0.036459599267469445,0.2,0.8
749,9911808.080477742,0.03645959761128997,0.2,0.8
750,9924773.080808114,0.036459595959438276,0.2,0.8
751,9937738.081137622,0.03645959431189742,0.2,0.8
752,9950703.08146627,0.03645959266865057,0.2,0.8
753,9963668.081794064,0.03645959102968094,0.2,0.8
754,9976633.082121007,0.03645958939497186,0.2,0.8
755,9989598.0824471,0.03645958776450674,0.2,0.8
756,10002563.082772348,0.03645958613826906,0.2,0.8
757,10015528.083096752,0.03645958451624241,0.2,0.8
758,10028493.083420318,0.036459582898410475,0.2,0.8
759,10041458.083743049,0.03645958128475697,0.2,0.8
760,10054423.084064946,0.03645957967526575,0.2,0.8
761,10067388.084386015,0.03645957806992073,0.2,0.8
762,10080353.084706258,0.0364595764687059,0.2,0.8
763,10093318.085025677,0.03645957487160534,0.2,0.8
764,10106283.085344277,0.03645957327860322,0.2,0.8
765,10119248.08566206,0.03645957168968379,0.2,0.8
766,10132213.08597903,0.03645957010483136,0.2,0.8
767,10145178.08629519,0.03645956852403035,0.2,0.8
768,10158143.086610543,0.03645956694726524,0.2,0.8
769,10171108.086925091,0.03645956537452058,0.2,0.8
770,10184073.087238839,0.03645956380578103,0.2,0.8
771,10197038.08755179,0.03645956224103131,0.2,0.8
772,10210003.087863944,0.0364595606802562,0.2,0.8
773,10222968.088175308,0.0364595591234406,0.2,0.8
774,10235933.088485882,0.03645955757056944,0.2,0.8
775,10248898.08879567,0.036459556021627766,0.2,0.8
776,10261863.089104675,0.036459554476600674,0.2,0.8
777,10274828.0894129,0.03645955293547333,0.2,0.8
778,10287793.089720348,0.03645955139823101,0.2,0.8
779,10300758.090027023,0.03645954986485904,0.2,0.8
780,10313723.090332925,0.036459548335342803,0.2,0.8
781,10326688.09063806,0.03645954680966779,0.2,0.8
782,10339653.09094243,0.03645954528781954,0.2,0.8
783,10352618.091246037,0.03645954376978368,0.2,0.8
784,10365583.091548884,0.036459542255545895,0.2,0.8
785,10378548.091850976,0.03645954074509196,0.2,0.8
786,10391513.092152312,0.036459539238407696,0.2,0.8
787,10404478.092452899,0.036459537735479025,0.2,0.8
788,10417443.092752736,0.0364595362362919,0.2,0.8
789,10430408.093051827,0.0364595347408324,0.2,0.8
790,10443373.093350176,0.0364595332490866,0.2,0.8
791,10456338.093647785,0.03645953176104071,0.2,0.8
792,10469303.093944658,0.036459530276680974,0.2,0.8
793,10482268.094240794,0.03645952879599372,0.2,0.8
794,10495233.0945362,0.036459527318965325,0.2,0.8
795,10508198.094830876,0.03645952584558224,0.2,0.8
796,10521163.095124826,0.036459524375831,0.2,0.8
797,10534128.095418053,0.036459522909698186,0.2,0.8
798,10547093.095710559,0.03645952144717046,0.2,0.8
799,10560058.096002346,0.03645951998823453,0.2,0.8
800,10573023.096293418,0.03645951853287718,0.2,0.8
801,10585988.096583776,0.036459517081085274,0.2,0.8
802,10598953.096873425,0.036459515632845704,0.2,0.8
803,10611918.097162364,0.03645951418814548,0.2,0.8
804,10624883.0974506,0.03645951274697161,0.2,0.8
805,10637848.097738132,0.036459511309311216,0.2,0.8
806,10650813.098024964,0.03645950987515145,0.2,0.8
807,10663778.098311098,0.036459508444479566,0.2,0.8
808,10676743.098596537,0.03645950701728283,0.2,0.8
809,10689708.098881284,0.03645950559354862,0.2,0.8
810,10702673.09916534,0.03645950417326434,0.2,0.8
811,10715638.09944871,0.036459502756417454,0.2,0.8
812,10728603.099731395,0.03645950134299551,0.2,0.8
813,10741568.100013396,0.03645949993298611,0.2,0.8
814,10754533.100294719,0.03645949852637691,0.2,0.8
815,10767498.100575363,0.036459497123155604,0.2,0.8
816,10780463.100855332,0.03645949572330998,0.2,0.8
817,10793428.101134628,0.036459494326827886,0.2,0.8
818,10806393.101413254,0.03645949293369719,0.2,0.8
819,10819358.101691213,0.03645949154390586,0.2,0.8
820,10832323.101968506,0.03645949015744189,0.2,0.8
821,10845288.102245135,0.036459488774293364,0.2,0.8
822,10858253.102521105,0.036459487394448375,0.2,0.8
823,10871218.102796417,0.03645948601789513,0.2,0.8
824,10884183.103071071,0.03645948464462184,0.2,0.8
825,10897148.103345074,0.036459483274616816,0.2,0.8
826,10910113.103618423,0.036459481907868393,0.2,0.8
827,10923078.103891123,0.03645948054436497,0.2,0.8
828,10936043.104163177,0.03645947918409502,0.2,0.8
829,10949008.104434587,0.03645947782704705,0.2,0.8
830,10961973.104705354,0.036459476473209615,0.2,0.8
831,10974938.104975482,0.03645947512257134,0.2,0.8
832,10987903.105244974,0.036459473775120904,0.2,0.8
833,11000868.105513828,0.03645947243084703,0.2,0.8
834,11013833.10578205,0.036459471089738495,0.2,0.8
835,11026798.106049642,0.036459469751784136,0.2,0.8
836,11039763.106316604,0.03645946841697284,0.2,0.8
837,11052728.10658294,0.036459467085293545,0.2,0.8
838,11065693.106848652,0.03645946575673524,0.2,0.8
839,11078658.107113741,0.03645946443128696,0.2,0.8
840,11091623.10737821,0.0364594631089378,0.2,0.8
841,11104588.107642064,0.036459461789676906,0.2,0.8
842,11117553.1079053,0.03645946047349348,0.2,0.8
843,11130518.108167924,0.036459459160376746,0.2,0.8
844,11143483.108429937,0.03645945785031602,0.2,0.8
845,11156448.10869134,0.03645945654330063,0.2,0.8
846,11169413.108952137,0.03645945523931997,0.2,0.8
847,11182378.10921233,0.0364594539383635,0.2,0.8
848,11195343.109471919,0.03645945264042069,0.2,0.8
849,11208308.109730907,0.03645945134548109,0.2,0.8
850,11221273.109989297,0.036459450053534306,0.2,0.8
851,11234238.11024709,0.03645944876456995,0.2,0.8
852,11247203.11050429,0.036459447478577704,0.2,0.8
853,11260168.110760896,0.03645944619554732,0.2,0.8
854,11273133.111016912,0.03645944491546856,0.2,0.8
855,11286098.111272339,0.036459443638331264,0.2,0.8
856,11299063.111527178,0.0364594423641253,0.2,0.8
857,11312028.111781435,0.03645944109284059,0.2,0.8
858,11324993.11203511,0.03645943982446709,0.2,0.8
859,11337958.112288205,0.03645943855899482,0.2,0.8
860,11350923.11254072,0.03645943729641383,0.2,0.8
861,11363888.11279266,0.03645943603671423,0.2,0.8
862,11376853.113044025,0.03645943477988617,0.2,0.8
863,11389818.113294818,0.036459433525919835,0.2,0.8
864,11402783.113545042,0.036459432274805456,0.2,0.8
865,11415748.113794696,0.03645943102653333,0.2,0.8
866,11428713.114043783,0.03645942978109378,0.2,0.8
867,11441678.114292305,0.03645942853847717,0.2,0.8
868,11454643.114540264,0.03645942729867391,0.2,0.8
869,11467608.114787664,0.03645942606167446,0.2,0.8
870,11480573.115034504,0.036459424827469326,0.2,0.8
871,11493538.115280788,0.036459423596049034,0.2,0.8
872,11506503.115526518,0.03645942236740419,0.2,0.8
873,11519468.115771694,0.03645942114152541,0.2,0.8
874,11532433.116016319,0.03645941991840336,0.2,0.8
875,11545398.116260394,0.03645941869802875,0.2,0.8
876,11558363.11650392,0.03645941748039236,0.2,0.8
877,11571328.116746902,0.03645941626548495,0.2,0.8
878,11584293.116989339,0.03645941505329737,0.2,0.8
879,11597258.117231233,0.036459413843820496,0.2,0.8
880,11610223.117472589,0.036459412637045246,0.2,0.8
881,11623188.117713407,0.03645941143296258,0.2,0.8
882,11636153.117953686,0.036459410231563495,0.2,0.8
883,11649118.11819343,0.03645940903283903,0.2,0.8
884,11662083.118432643,0.036459407836780255,0.2,0.8
885,11675048.118671324,0.03645940664337831,0.2,0.8
886,11688013.118909474,0.03645940545262433,0.2,0.8
887,11700978.119147098,0.03645940426450951,0.2,0.8
888,11713943.119384196,0.03645940307902511,0.2,0.8
889,11726908.119620768,0.03645940189616238,0.2,0.8
890,11739873.119856818,0.03645940071591265,0.2,0.8
891,11752838.120092345,0.03645939953826726,0.2,0.8
892,11765803.120327355,0.036459398363217606,0.2,0.8
893,11778768.120561847,0.03645939719075511,0.2,0.8
894,11791733.120795825,0.03645939602087124,0.2,0.8
895,11804698.12102929,0.036459394853557495,0.2,0.8
896,11817663.12126224,0.03645939368880542,0.2,0.8
897,11830628.121494679,0.036459392526606585,0.2,0.8
898,11843593.12172661,0.036459391366952615,0.2,0.8
899,11856558.121958032,0.03645939020983516,0.2,0.8
900,11869523.12218895,0.036459389055245886,0.2,0.8
901,11882488.122419365,0.03645938790317654,0.2,0.8
902,11895453.122649277,0.036459386753618865,0.2,0.8
903,11908418.122878687,0.03645938560656467,0.2,0.8
904,11921383.123107601,0.03645938446200577,0.2,0.8
905,11934348.123336015,0.03645938331993405,0.2,0.8
906,11947313.123563934,0.03645938218034141,0.2,0.8
907,11960278.123791358,0.03645938104321976,0.2,0.8
908,11973243.12401829,0.0364593799085611,0.2,0.8
909,11986208.12424473,0.03645937877635743,0.2,0.8
910,11999173.124470683,0.03645937764660079,0.2,0.8
911,12012138.124696147,0.03645937651928324,0.2,0.8
912,12025103.124921124,0.03645937539439692,0.2,0.8
913,12038068.125145616,0.03645937427193395,0.2,0.8
914,12051033.125369625,0.036459373151886514,0.2,0.8
915,12063998.125593152,0.03645937203424683,0.2,0.8
916,12076963.1258162,0.03645937091900714,0.2,0.8
917,12089928.12603877,0.0364593698061597,0.2,0.8
918,12102893.126260862,0.03645936869569685,0.2,0.8
919,12115858.12648248,0.036459367587610925,0.2,0.8
920,12128823.126703624,0.036459366481894295,0.2,0.8
921,12141788.126924293,0.036459365378539374,0.2,0.8
922,12154753.127144493,0.036459364277538604,0.2,0.8
923,12167718.127364224,0.03645936317888446,0.2,0.8
924,12180683.127583487,0.03645936208256944,0.2,0.8
925,12193648.127802283,0.036459360988586084,0.2,0.8
926,12206613.128020614,0.036459359896926974,0.2,0.8
927,12219578.128238482,0.0364593588075847,0.2,0.8
928,12232543.128455888,0.03645935772055189,0.2,0.8
929,12245508.128672836,0.03645935663582121,0.2,0.8
930,12258473.128889322,0.036459355553385364,0.2,0.8
931,12271438.129105352,0.036459354473237074,0.2,0.8
932,12284403.129320927,0.036459353395369085,0.2,0.8
933,12297368.129536046,0.036459352319774194,0.2,0.8
934,12310333.129750712,0.03645935124644521,0.2,0.8
935,12323298.129964925,0.036459350175374994,0.2,0.8
936,12336263.130178688,0.03645934910655642,0.2,0.8
937,12349228.130392002,0.03645934803998238,0.2,0.8
938,12362193.130604869,0.036459346975645825,0.2,0.8
939,12375158.13081729,0.03645934591353971,0.2,0.8
940,12388123.131029267,0.03645934485365705,0.2,0.8
941,12401088.1312408,0.03645934379599086,0.2,0.8
942,12414053.131451892,0.036459342740534195,0.2,0.8
943,12427018.131662542,0.03645934168728013,0.2,0.8
944,12439983.131872755,0.03645934063622179,0.2,0.8
945,12452948.13208253,0.036459339587352306,0.2,0.8
946,12465913.132291868,0.036459338540664854,0.2,0.8
947,12478878.132500771,0.03645933749615263,0.2,0.8
948,12491843.132709239,0.03645933645380886,0.2,0.8
949,12504808.132917276,0.03645933541362681,0.2,0.8
950,12517773.13312488,0.03645933437559974,0.2,0.8
951,12530738.133332057,0.03645933333972097,0.2,0.8
952,12543703.133538805,0.03645933230598384,0.2,0.8
953,12556668.133745125,0.03645933127438172,0.2,0.8
954,12569633.13395102,0.03645933024490799,0.2,0.8
955,12582598.13415649,0.036459329217556076,0.2,0.8
956,12595563.134361537,0.03645932819231943,0.2,0.8
957,12608528.134566162,0.03645932716919152,0.2,0.8
958,12621493.134770367,0.036459326148165855,0.2,0.8
959,12634458.134974152,0.03645932512923594,0.2,0.8
960,12647423.13517752,0.03645932411239536,0.2,0.8
961,12660388.135380471,0.03645932309763767,0.2,0.8
962,12673353.135583006,0.03645932208495649,0.2,0.8
963,12686318.135785129,0.03645932107434545,0.2,0.8
964,12699283.135986838,0.036459320065798204,0.2,0.8
965,12712248.136188136,0.03645931905930844,0.2,0.8
966,12725213.136389023,0.03645931805486987,0.2,0.8
967,12738178.136589503,0.03645931705247624,0.2,0.8
968,12751143.136789575,0.036459316052121285,0.2,0.8
969,12764108.13698924,0.03645931505379881,0.2,0.8
970,12777073.137188498,0.03645931405750263,0.2,0.8
971,12790038.137387354,0.03645931306322657,0.2,0.8
972,12803003.137585808,0.036459312070964506,0.2,0.8
973,12815968.137783859,0.03645931108071031,0.2,0.8
974,12828933.137981508,0.036459310092457904,0.2,0.8
975,12841898.138178758,0.036459309106201224,0.2,0.8
976,12854863.138375612,0.03645930812193423,0.2,0.8
977,12867828.138572069,0.03645930713965089,0.2,0.8
978,12880793.138768129,0.03645930615934524,0.2,0.8
979,12893758.138963796,0.036459305181011314,0.2,0.8
980,12906723.13915907,0.036459304204643134,0.2,0.8
981,12919688.139353951,0.036459303230234816,0.2,0.8
982,12932653.139548441,0.03645930225778045,0.2,0.8
983,12945618.139742544,0.036459301287274176,0.2,0.8
984,12958583.139936257,0.03645930031871013,0.2,0.8
985,12971548.140129583,0.03645929935208249,0.2,0.8
986,12984513.140322521,0.03645929838738547,0.2,0.8
987,12997478.140515076,0.03645929742461328,0.2,0.8
988,13010443.140707247,0.03645929646376016,0.2,0.8
989,13023408.140899034,0.03645929550482039,0.2,0.8
990,13036373.141090441,0.03645929454778825,0.2,0.8
991,13049338.141281469,0.036459293592658065,0.2,0.8
992,13062303.141472116,0.03645929263942417,0.2,0.8
993,13075268.141662385,0.03645929168808091,0.2,0.8
994,13088233.141852276,0.036459290738622675,0.2,0.8
995,13101198.142041793,0.03645928979104386,0.2,0.8
996,13114163.142230934,0.0364592888453389,0.2,0.8
997,13127128.142419701,0.03645928790150225,0.2,0.8
998,13140093.142608097,0.03645928695952835,0.2,0.8
999,13153058.14279612,0.03645928601941172,0.2,0.8
